ID,HanChar,GroundTruth,ImageBox
DVSKTT_thu.VI.2b.5,起成辰至庚寅,起戊辰至庚寅,"[[190.0, 149.0], [219.54545454545453, 149.0], [205.0, 392.8181818181818], [204.54545454545453, 392.8181818181818]]"
DVSKTT_thu.VI.2b.6,1 二 十 三年,凣二十三年,"[[179.63636363636363, 157.36363636363637], [198.0909090909091, 157.36363636363637], [189.0, 353.0], [188.72727272727272, 353.0]]"
DVSKTT_thu.VI.2b.7,附桃郎王,附桃郎王,"[[179.0, 310.0], [226.72727272727272, 310.0], [204.0, 473.8181818181818], [203.54545454545453, 473.8181818181818]]"
DVSKTT_thu.VI.2b.8,越越王 在位二十三年,趙越王在位二十三年,"[[331.72727272727275, 83.9090909090909], [356.72727272727275, 83.9090909090909], [175.8181818181818, 294.72727272727275], [150.8181818181818, 294.72727272727275]]"
DVSKTT_thu.VI.3a.0,商節度,曲節度,"[[257.90909090909093, 85.0], [304.6363636363636, 85.0], [281.0, 222.1818181818182], [279.72727272727275, 222.1818181818182]]"
DVSKTT_thu.VI.3a.1,文子 共,父子共,"[[267.0, 156.9090909090909], [291.8181818181818, 156.9090909090909], [280.90909090909093, 249.45454545454544], [277.90909090909093, 249.45454545454544]]"
DVSKTT_thu.VI.3a.2,1 四,十四年,"[[262.1818181818182, 155.9090909090909], [274.1818181818182, 155.9090909090909], [276.0, 237.0], [264.0, 237.0]]"
DVSKTT_thu.VI.3a.3,正公在位八年,楊正公在位八年,"[[232.0, 85.0], [271.09090909090907, 85.0], [252.0, 366.9090909090909], [252.0, 366.9090909090909]]"
DVSKTT_thu.VI.3a.4,吴氏 纪,吳氏紀,"[[201.0, 66.0], [242.9090909090909, 66.0], [222.9090909090909, 180.36363636363637], [221.0, 180.36363636363637]]"
DVSKTT_thu.VI.3a.5,起 亥至丁 9R,起己亥至丁卯,"[[210.9090909090909, 148.72727272727272], [235.8181818181818, 148.72727272727272], [224.0, 379.45454545454544], [221.8181818181818, 379.45454545454544]]"
DVSKTT_thu.VI.3a.6,7 F 九 车,凣二十九年,"[[206.0909090909091, 150.72727272727272], [218.0909090909091, 150.72727272727272], [209.0, 341.5454545454545], [207.9090909090909, 341.5454545454545]]"
DVSKTT_thu.VI.3a.7,前吴王在位六年,前吳王在位六年,"[[171.0, 84.0], [212.0, 84.0], [194.72727272727272, 369.72727272727275], [191.9090909090909, 369.72727272727275]]"
DVSKTT_thu.VI.3a.8,楊三哥篡位六年,楊三哥簒位六年,"[[166.0, 264.0], [218.45454545454544, 264.0], [196.63636363636363, 551.6363636363636], [192.36363636363637, 551.6363636363636]]"
DVSKTT_thu.VI.3b.0,先 皇,先皇,"[[240.8181818181818, 87.81818181818181], [281.0, 87.81818181818181], [262.8181818181818, 174.72727272727272], [259.0, 174.72727272727272]]"
DVSKTT_thu.VI.3b.1,2 E B,在位十二年,"[[252.72727272727272, 177.45454545454544], [269.1818181818182, 177.45454545454544], [262.8181818181818, 340.09090909090907], [259.09090909090907, 340.09090909090907]]"
DVSKTT_thu.VI.3b.10,大行皇帝,大行皇帝,"[[121.0, 85.0], [166.72727272727272, 85.0], [144.0, 256.45454545454544], [143.72727272727272, 256.45454545454544]]"
DVSKTT_thu.VI.3b.11,在 国 回 年,在位二十四年,"[[132.8181818181818, 179.8181818181818], [153.9090909090909, 179.8181818181818], [143.0, 401.9090909090909], [142.8181818181818, 401.9090909090909]]"
DVSKTT_thu.VI.3b.2,配 元 者,紀元者一,"[[235.8181818181818, 157.8181818181818], [261.72727272727275, 157.8181818181818], [251.72727272727272, 277.6363636363636], [246.72727272727272, 277.6363636363636]]"
DVSKTT_thu.VI.3b.3,太平九十二,太平凣十二,"[[210.0, 106.0], [255.72727272727272, 106.0], [233.9090909090909, 306.0], [232.72727272727272, 306.0]]"
DVSKTT_thu.VI.3b.4,慶帝,廢帝,"[[180.0, 86.0], [225.72727272727272, 86.0], [203.0, 178.45454545454544], [202.72727272727272, 178.45454545454544]]"
DVSKTT_thu.VI.3b.5,在位 1 3,在位一年,"[[189.0, 151.0], [252.1818181818182, 151.0], [204.0, 246.54545454545453], [237.1818181818182, 246.54545454545453]]"
DVSKTT_thu.VI.3b.6,2 2 年,仍太平年號,"[[178.72727272727272, 155.72727272727272], [197.0909090909091, 155.72727272727272], [188.0, 334.9090909090909], [187.8181818181818, 334.9090909090909]]"
DVSKTT_thu.VI.3b.7,黎纪,黎紀,"[[150.0, 66.0], [198.63636363636363, 66.0], [175.0, 153.63636363636363], [173.63636363636363, 153.63636363636363]]"
DVSKTT_thu.VI.3b.8,起 5 已6,起辛巳至己酉,"[[161.8181818181818, 152.0], [186.72727272727272, 152.0], [175.8181818181818, 362.5454545454545], [173.63636363636363, 362.5454545454545]]"
DVSKTT_thu.VI.3b.9,I I 4,凣二十九年,"[[151.36363636363637, 153.63636363636363], [242.63636363636363, 153.63636363636363], [165.36363636363637, 255.1818181818182], [228.63636363636363, 255.1818181818182]]"
DVSKTT_thu.VI.4a.0,景瑞 6 同,景瑞凣四,"[[295.72727272727275, 113.81818181818181], [316.72727272727275, 113.81818181818181], [275.8181818181818, 214.0909090909091], [254.8181818181818, 214.0909090909091]]"
DVSKTT_thu.VI.4a.1,卷之二,卷之二,"[[225.9090909090909, 65.45454545454545], [270.72727272727275, 65.45454545454545], [269.8181818181818, 211.9090909090909], [246.8181818181818, 211.9090909090909]]"
DVSKTT_thu.VI.4a.10,太宗皇帝,太宗皇帝,"[[104.72727272727273, 90.0], [153.45454545454544, 90.0], [128.0, 259.5454545454545], [125.63636363636363, 259.5454545454545]]"
DVSKTT_thu.VI.4a.11,在位二十元年,在位二十七年,"[[114.0, 177.0], [141.63636363636363, 177.0], [128.0, 417.0], [127.63636363636364, 417.0]]"
DVSKTT_thu.VI.4a.2,李 紀,李紀,"[[195.0, 67.0], [238.8181818181818, 67.0], [217.0, 159.45454545454544], [215.9090909090909, 159.45454545454544]]"
DVSKTT_thu.VI.4a.3,起庚成至乙,起庚戌至乙酉,"[[205.0, 176.0], [236.45454545454544, 176.0], [221.0, 413.1818181818182], [220.45454545454544, 413.1818181818182]]"
DVSKTT_thu.VI.4a.4,中 3 3,凣二百十六年,"[[194.63636363636363, 237.8181818181818], [214.0, 237.8181818181818], [206.72727272727272, 411.5454545454545], [201.9090909090909, 411.5454545454545]]"
DVSKTT_thu.VI.4a.5,太祖皇帝,太祖皇帝,"[[164.0, 91.0], [213.54545454545453, 91.0], [189.0, 260.5454545454545], [188.54545454545453, 260.5454545454545]]"
DVSKTT_thu.VI.4a.6,在位 十 。 1,在位十八年,"[[175.0, 177.9090909090909], [200.72727272727272, 177.9090909090909], [190.72727272727272, 357.1818181818182], [184.0909090909091, 357.1818181818182]]"
DVSKTT_thu.VI.4a.7,纸元者,紀元者一,"[[160.0, 179.0], [243.09090909090907, 179.0], [174.0, 261.72727272727275], [229.09090909090907, 261.72727272727275]]"
DVSKTT_thu.VI.4a.8,顺 天,順天,"[[135.0, 111.9090909090909], [175.0, 111.9090909090909], [156.8181818181818, 192.9090909090909], [155.0, 192.9090909090909]]"
DVSKTT_thu.VI.4a.9,元 十八,凣十八,"[[140.8181818181818, 177.0], [171.45454545454544, 177.0], [156.0, 277.0], [155.36363636363637, 277.0]]"
DVSKTT_thu.VI.4b.0,卷之三,卷之三,"[[249.0, 43.81818181818182], [294.72727272727275, 43.81818181818182], [272.0, 204.9090909090909], [271.72727272727275, 204.9090909090909]]"
DVSKTT_thu.VI.4b.1,聖宗皇帝,聖宗皇帝,"[[301.45454545454544, 85.0], [326.45454545454544, 85.0], [241.0, 196.54545454545453], [216.0, 196.54545454545453]]"
DVSKTT_thu.VI.4b.2,在位十七年,在位十七年,"[[228.0, 175.0], [253.72727272727272, 175.0], [241.0, 369.3636363636364], [240.72727272727272, 369.3636363636364]]"
DVSKTT_thu.VI.4b.3,限 元者五,紀元者五,"[[216.63636363636363, 181.63636363636363], [237.0, 181.63636363636363], [240.63636363636363, 315.1818181818182], [226.63636363636363, 315.1818181818182]]"
DVSKTT_thu.VI.4b.4,龙瑞太平,龍瑞太平凣四,"[[185.0, 105.0], [234.72727272727272, 105.0], [217.45454545454547, 354.5454545454545], [211.36363636363637, 354.5454545454545]]"
DVSKTT_thu.VI.4b.5,彰聖嘉慶九,彰聖嘉慶凣七,"[[184.0, 249.0], [232.63636363636363, 249.0], [209.0, 494.72727272727275], [208.54545454545453, 494.72727272727275]]"
DVSKTT_thu.VI.4b.6,龍章天嗣九三,龍章天嗣凣三,"[[156.0, 106.0], [203.72727272727272, 106.0], [182.8181818181818, 353.6363636363636], [180.54545454545453, 353.6363636363636]]"
DVSKTT_thu.VI.4b.7,天寶象九,天貺寳象凣一,"[[153.0, 252.0], [205.45454545454544, 252.0], [180.9090909090909, 477.9090909090909], [179.36363636363637, 477.9090909090909]]"
DVSKTT_thu.VI.5a.0,天符春武允,天符睿武凣七,"[[277.9090909090909, 107.0], [299.9090909090909, 107.0], [280.8181818181818, 344.1818181818182], [278.8181818181818, 344.1818181818182]]"
DVSKTT_thu.VI.5a.1,天符慶壽允,天符慶壽凣一,"[[257.0, 245.0], [300.9090909090909, 245.0], [281.8181818181818, 476.45454545454544], [279.72727272727275, 476.45454545454544]]"
DVSKTT_thu.VI.5a.2,神宗皇帝,神宗皇帝,"[[231.0, 84.0], [280.54545454545456, 84.0], [256.0, 253.54545454545453], [255.54545454545453, 253.54545454545453]]"
DVSKTT_thu.VI.5a.3,在位十一年,在位十一年,"[[242.0, 171.0], [267.72727272727275, 171.0], [255.0, 350.09090909090907], [254.72727272727272, 350.09090909090907]]"
DVSKTT_thu.VI.5a.4,纪元者二,紀元者二,"[[228.0, 173.9090909090909], [252.8181818181818, 173.9090909090909], [241.0, 312.09090909090907], [240.72727272727272, 312.09090909090907]]"
DVSKTT_thu.VI.5a.5,天顺 九六,天順凣六,"[[200.0, 107.0], [250.54545454545453, 107.0], [233.27272727272728, 262.27272727272725], [207.27272727272728, 262.27272727272725]]"
DVSKTT_thu.VI.5a.6,天 彰寶嗣五,天彰寳嗣凣五,"[[313.45454545454544, 245.0], [340.45454545454544, 245.0], [240.45454545454544, 391.54545454545456], [213.45454545454544, 391.54545454545456]]"
DVSKTT_thu.VI.5a.7,卷之四,卷之四,"[[171.0, 45.0], [220.63636363636363, 45.0], [197.0, 208.8181818181818], [194.63636363636363, 208.8181818181818]]"
DVSKTT_thu.VI.5a.8,英宗皇帝,英宗皇帝,"[[141.0, 84.0], [185.8181818181818, 84.0], [164.0, 253.54545454545453], [162.8181818181818, 253.54545454545453]]"
DVSKTT_thu.VI.5a.9,在位三十七年,在位三十七年,"[[152.0, 171.0], [179.72727272727272, 171.0], [167.0, 391.0], [152.0, 391.0]]"
DVSKTT_thu.VI.5b.0,天嘉寶祐九三,天嘉寳祐凣三,"[[245.0, 108.0], [289.9090909090909, 108.0], [270.8181818181818, 355.6363636363636], [268.6363636363636, 355.6363636363636]]"
DVSKTT_thu.VI.5b.1,治平竜應九,治平龍應凣五,"[[245.0, 252.0], [290.8181818181818, 252.0], [269.0, 493.9090909090909], [268.6363636363636, 493.9090909090909]]"
DVSKTT_thu.VI.5b.2,惠宗皇帝,惠宗皇帝,"[[215.0, 84.9090909090909], [262.6363636363636, 84.9090909090909], [239.0, 265.9090909090909], [238.63636363636363, 265.9090909090909]]"
DVSKTT_thu.VI.5b.3,3 期 年,在位十四年,"[[229.63636363636363, 196.0], [247.0909090909091, 196.0], [248.0, 362.9090909090909], [236.0, 362.9090909090909]]"
DVSKTT_thu.VI.5b.4,纪元者 F,紀元者一,"[[212.0, 177.9090909090909], [236.8181818181818, 177.9090909090909], [229.54545454545453, 316.27272727272725], [220.1818181818182, 316.27272727272725]]"
DVSKTT_thu.VI.5b.5,建嘉九十四,建嘉凣十四,"[[184.0, 109.0], [232.63636363636363, 109.0], [209.9090909090909, 312.8181818181818], [208.54545454545453, 312.8181818181818]]"
DVSKTT_thu.VI.5b.6,天章有道允一,天章有道凣一,"[[183.0, 254.0], [229.72727272727272, 254.0], [207.9090909090909, 480.72727272727275], [206.63636363636363, 480.72727272727275]]"
DVSKTT_thu.VI.5b.7,昭皇,昭皇,"[[154.0, 88.0], [197.8181818181818, 88.0], [176.0, 173.72727272727272], [175.8181818181818, 173.72727272727272]]"
DVSKTT_thu.VI.5b.8,在位一,在位一年,"[[165.0, 135.0], [194.54545454545453, 135.0], [180.0, 279.8181818181818], [179.54545454545453, 279.8181818181818]]"
DVSKTT_thu.VI.5b.9,S 天章有,仍天章有道號,"[[151.0, 137.8181818181818], [175.8181818181818, 137.8181818181818], [164.0, 371.3636363636364], [163.72727272727272, 371.3636363636364]]"
DVSKTT_thu.VI.6a.0,聖宗皇帝,聖宗皇帝,"[[256.8181818181818, 82.9090909090909], [299.9090909090909, 82.9090909090909], [279.90909090909093, 257.45454545454544], [275.0, 257.45454545454544]]"
DVSKTT_thu.VI.6a.1,,在位二十一年,[]
DVSKTT_thu.VI.6a.10,,凣六,[]
DVSKTT_thu.VI.6a.11,重興九人,重興凣八,"[[164.0, 249.0], [210.72727272727272, 249.0], [189.8181818181818, 409.0], [187.63636363636363, 409.0]]"
DVSKTT_thu.VI.6a.2,国 元者二,紀元者二,"[[254.63636363636363, 177.63636363636363], [275.0, 177.63636363636363], [265.90909090909093, 310.27272727272725], [264.6363636363636, 310.27272727272725]]"
DVSKTT_thu.VI.6a.3,紹隆,紹隆,"[[227.0, 106.0], [272.72727272727275, 106.0], [250.0, 191.72727272727272], [249.72727272727272, 191.72727272727272]]"
DVSKTT_thu.VI.6a.4,I 4 五,凣十五,"[[239.45454545454547, 177.27272727272728], [257.09090909090907, 177.27272727272728], [249.8181818181818, 273.9090909090909], [245.8181818181818, 273.9090909090909]]"
DVSKTT_thu.VI.6a.5,实符六,寳符凣六,"[[227.0, 248.0], [270.8181818181818, 248.0], [249.0, 425.1818181818182], [248.8181818181818, 425.1818181818182]]"
DVSKTT_thu.VI.6a.6,仁宗皇帝,仁宗皇帝,"[[196.0, 85.0], [249.36363636363637, 85.0], [223.0, 254.54545454545453], [222.36363636363637, 254.54545454545453]]"
DVSKTT_thu.VI.6a.7,在位十四年,在位十四年,"[[210.0, 174.8181818181818], [322.1818181818182, 174.8181818181818], [224.0, 287.6363636363636], [308.1818181818182, 287.6363636363636]]"
DVSKTT_thu.VI.6a.8,纪元者二,紀元者二,"[[197.63636363636363, 172.0], [212.63636363636363, 172.0], [277.1818181818182, 257.54545454545456], [262.1818181818182, 257.54545454545456]]"
DVSKTT_thu.VI.6a.9,紹寶,紹寳,"[[166.0, 106.0], [213.63636363636363, 106.0], [190.0, 206.0], [189.63636363636363, 206.0]]"
DVSKTT_thu.VI.6b.0,卷之七,卷之七,"[[243.0, 44.0], [292.54545454545456, 44.0], [268.0, 209.72727272727272], [266.6363636363636, 209.72727272727272]]"
DVSKTT_thu.VI.6b.1,憲宗皇帝,憲宗皇帝,"[[213.0, 80.0], [263.54545454545456, 80.0], [239.9090909090909, 262.9090909090909], [213.9090909090909, 262.9090909090909]]"
DVSKTT_thu.VI.6b.10,,六月,[]
DVSKTT_thu.VI.6b.11,,以後,[]
DVSKTT_thu.VI.6b.2,在生十二年,在位十二年,"[[326.9090909090909, 173.0], [341.9090909090909, 173.0], [241.9090909090909, 290.54545454545456], [226.9090909090909, 290.54545454545456]]"
DVSKTT_thu.VI.6b.3,元者,紀元者一,"[[211.0, 176.9090909090909], [238.63636363636363, 176.9090909090909], [225.0, 297.45454545454544], [224.63636363636363, 297.45454545454544]]"
DVSKTT_thu.VI.6b.4,祐,開祐,"[[183.9090909090909, 106.0], [234.45454545454544, 106.0], [209.0, 197.45454545454544], [207.54545454545453, 197.45454545454544]]"
DVSKTT_thu.VI.6b.5,十 1,凣十二,"[[233.0, 173.9090909090909], [248.0, 173.9090909090909], [211.63636363636363, 240.8181818181818], [243.9090909090909, 240.8181818181818]]"
DVSKTT_thu.VI.6b.6,裕宗皇帝,裕宗皇帝,"[[151.0, 84.0], [204.36363636363637, 84.0], [178.0, 264.0], [177.36363636363637, 264.0]]"
DVSKTT_thu.VI.6b.7,车 位 十 2 年,在位二十八年,"[[165.8181818181818, 175.9090909090909], [192.63636363636363, 175.9090909090909], [179.0, 414.1818181818182], [178.54545454545453, 414.1818181818182]]"
DVSKTT_thu.VI.6b.8,元者 3,紀元者二,"[[149.9090909090909, 177.0], [176.63636363636363, 177.0], [166.63636363636363, 317.09090909090907], [160.8181818181818, 317.09090909090907]]"
DVSKTT_thu.VI.6b.9,附楊日禮,附楊日禮,"[[153.72727272727272, 313.0], [200.54545454545453, 313.0], [176.9090909090909, 476.8181818181818], [174.63636363636363, 476.8181818181818]]"
DVSKTT_thu.VI.7a.0,卷之八,卷之八,"[[254.0, 51.90909090909091], [299.72727272727275, 51.90909090909091], [277.0, 215.8181818181818], [276.72727272727275, 215.8181818181818]]"
DVSKTT_thu.VI.7a.1,废带,廢帝,"[[225.0, 109.0], [272.6363636363636, 109.0], [249.0, 206.1818181818182], [248.63636363636363, 206.1818181818182]]"
DVSKTT_thu.VI.7a.10,E 年 E,在位二年,"[[125.45454545454545, 163.1818181818182], [141.1818181818182, 163.1818181818182], [133.9090909090909, 301.72727272727275], [132.72727272727272, 301.72727272727275]]"
DVSKTT_thu.VI.7a.11,银 2 者,紀元者一,"[[117.0909090909091, 159.72727272727272], [128.0909090909091, 159.72727272727272], [119.0, 277.45454545454544], [118.9090909090909, 277.45454545454544]]"
DVSKTT_thu.VI.7a.2,在十二年,在位十二年,"[[237.0, 161.9090909090909], [260.8181818181818, 161.9090909090909], [249.0, 309.6363636363636], [248.8181818181818, 309.6363636363636]]"
DVSKTT_thu.VI.7a.3,福 元者,紀元者一,"[[224.0, 161.9090909090909], [246.9090909090909, 161.9090909090909], [236.0, 279.54545454545456], [235.8181818181818, 279.54545454545456]]"
DVSKTT_thu.VI.7a.4,昌符九十二,昌符凣十二,"[[199.0, 131.0], [241.9090909090909, 131.0], [221.9090909090909, 308.1818181818182], [220.8181818181818, 308.1818181818182]]"
DVSKTT_thu.VI.7a.5,顺宗皇帝,順宗皇帝,"[[167.0, 111.0], [212.72727272727272, 111.0], [190.0, 283.45454545454544], [189.72727272727272, 283.45454545454544]]"
DVSKTT_thu.VI.7a.6,在九年,在位九年,"[[179.0, 199.0], [206.63636363636363, 199.0], [193.0, 341.9090909090909], [192.63636363636363, 341.9090909090909]]"
DVSKTT_thu.VI.7a.7,云 元 老,紀元者一,"[[165.9090909090909, 202.8181818181818], [189.8181818181818, 202.8181818181818], [179.8181818181818, 314.8181818181818], [176.8181818181818, 314.8181818181818]]"
DVSKTT_thu.VI.7a.8,光泰九九,光泰凣九,"[[139.0, 129.0], [183.8181818181818, 129.0], [162.9090909090909, 289.0], [161.72727272727272, 289.0]]"
DVSKTT_thu.VI.7a.9,少帝,少帝,"[[111.0, 108.0], [154.8181818181818, 108.0], [133.0, 195.63636363636363], [132.8181818181818, 195.63636363636363]]"
DVSKTT_thu.VI.7b.0,後陳,後陳紀,"[[246.0, 83.0], [296.54545454545456, 83.0], [272.0, 210.63636363636363], [271.45454545454544, 210.63636363636363]]"
DVSKTT_thu.VI.7b.1,起丁亥至癸,起丁亥至癸,"[[255.0, 151.0], [285.54545454545456, 151.0], [271.0, 328.1818181818182], [270.45454545454544, 328.1818181818182]]"
DVSKTT_thu.VI.7b.10,重光九五,重光凣五,"[[124.0, 128.0], [166.9090909090909, 128.0], [147.8181818181818, 289.9090909090909], [145.8181818181818, 289.9090909090909]]"
DVSKTT_thu.VI.7b.2,. ] 年,巳凣七年,"[[243.8181818181818, 155.8181818181818], [263.09090909090907, 155.8181818181818], [254.0, 293.27272727272725], [242.0, 293.27272727272725]]"
DVSKTT_thu.VI.7b.3,簡定帝,簡定帝,"[[214.0, 104.0], [261.6363636363636, 104.0], [238.0, 242.1818181818182], [237.63636363636363, 242.1818181818182]]"
DVSKTT_thu.VI.7b.4,,在位二年,[]
DVSKTT_thu.VI.7b.5,元 者,紀元者一,"[[212.0, 177.8181818181818], [236.8181818181818, 177.8181818181818], [225.9090909090909, 297.54545454545456], [223.8181818181818, 297.54545454545456]]"
DVSKTT_thu.VI.7b.6,典慶 儿,興慶凣二,"[[184.0, 128.0], [229.72727272727272, 128.0], [214.27272727272728, 281.9090909090909], [203.0909090909091, 281.9090909090909]]"
DVSKTT_thu.VI.7b.7,重光帝,重光帝,"[[152.0, 104.0], [204.45454545454544, 104.0], [179.0, 245.9090909090909], [178.36363636363637, 245.9090909090909]]"
DVSKTT_thu.VI.7b.8,在他五年,在位五年,"[[164.0, 176.0], [256.1818181818182, 176.0], [178.0, 269.6363636363636], [242.1818181818182, 269.6363636363636]]"
DVSKTT_thu.VI.7b.9,纪元者,紀元者一,"[[151.9090909090909, 176.0], [227.54545454545456, 176.0], [163.9090909090909, 255.9090909090909], [215.54545454545456, 255.9090909090909]]"
DVSKTT_thu.VI.8a.0,顺 天 大,順天凣六,"[[252.9090909090909, 129.9090909090909], [293.0, 129.9090909090909], [280.27272727272725, 282.45454545454544], [272.0, 282.45454545454544]]"
DVSKTT_thu.VI.8a.1,之十,卷之十一,"[[224.8181818181818, 90.72727272727272], [271.6363636363636, 90.72727272727272], [249.8181818181818, 227.27272727272725], [246.63636363636363, 227.27272727272725]]"
DVSKTT_thu.VI.8a.2,太宗文皇帝,太宗文皇帝,"[[194.0, 101.0], [241.63636363636363, 101.0], [218.0, 314.3636363636364], [217.63636363636363, 314.3636363636364]]"
DVSKTT_thu.VI.8a.3,庄位 0 年,在位九年,"[[205.9090909090909, 212.72727272727272], [228.9090909090909, 212.72727272727272], [219.8181818181818, 358.8181818181818], [215.9090909090909, 358.8181818181818]]"
DVSKTT_thu.VI.8a.4,元老,紀元者二,"[[191.9090909090909, 212.0], [262.09090909090907, 212.0], [203.9090909090909, 291.90909090909093], [250.0909090909091, 291.90909090909093]]"
DVSKTT_thu.VI.8a.5,紹平九七,紹平凣七,"[[163.0, 126.0], [212.72727272727272, 126.0], [197.27272727272728, 277.45454545454544], [189.36363636363637, 277.45454545454544]]"
DVSKTT_thu.VI.8a.6,大寶九二,大寳凣二,"[[164.0, 239.0], [207.8181818181818, 239.0], [186.0, 400.9090909090909], [185.8181818181818, 400.9090909090909]]"
DVSKTT_thu.VI.8a.7,仁宗宣皇帝,仁宗宣皇帝,"[[136.0, 105.0], [179.9090909090909, 105.0], [159.9090909090909, 313.72727272727275], [157.8181818181818, 313.72727272727275]]"
DVSKTT_thu.VI.8a.8,在位十七年,在位十七年,"[[146.0, 212.0], [173.63636363636363, 212.0], [160.0, 388.6363636363636], [159.63636363636363, 388.6363636363636]]"
DVSKTT_thu.VI.8a.9,元者,紀元者二,"[[131.0, 213.9090909090909], [158.63636363636363, 213.9090909090909], [145.0, 338.45454545454544], [144.63636363636363, 338.45454545454544]]"
DVSKTT_thu.VI.8b.0,卷 F 十,卷之十三,"[[252.1818181818182, 55.90909090909091], [282.54545454545456, 55.90909090909091], [270.72727272727275, 237.63636363636363], [246.72727272727272, 237.63636363636363]]"
DVSKTT_thu.VI.8b.1,聖宗淳皇帝下,聖宗淳皇帝上,"[[212.9090909090909, 106.0], [262.54545454545456, 106.0], [238.9090909090909, 366.0], [236.54545454545453, 366.0]]"
DVSKTT_thu.VI.8b.10,元 F,紀元者一,"[[60.81818181818182, 233.45454545454544], [81.9090909090909, 233.45454545454544], [78.27272727272727, 329.09090909090907], [66.27272727272727, 329.09090909090907]]"
DVSKTT_thu.VI.8b.2,洪德 九二十五,洪德凣二十五,"[[182.0, 125.0], [231.63636363636363, 125.0], [230.72727272727272, 361.27272727272725], [204.72727272727272, 361.27272727272725]]"
DVSKTT_thu.VI.8b.3,卷之十四,卷之十四,"[[152.0, 46.0], [200.63636363636363, 46.0], [177.0, 241.27272727272725], [175.63636363636363, 241.27272727272725]]"
DVSKTT_thu.VI.8b.4,憲宗春皇帝,憲宗睿皇帝,"[[123.72727272727273, 103.72727272727273], [168.72727272727272, 103.72727272727273], [147.8181818181818, 330.6363636363636], [142.8181818181818, 330.6363636363636]]"
DVSKTT_thu.VI.8b.5,在位年,在位七年,"[[133.0, 219.0], [161.63636363636363, 219.0], [148.0, 362.8181818181818], [133.0, 362.8181818181818]]"
DVSKTT_thu.VI.8b.6,元者,紀元者一,"[[119.0, 220.9090909090909], [144.72727272727272, 220.9090909090909], [132.0, 341.09090909090907], [131.72727272727272, 341.09090909090907]]"
DVSKTT_thu.VI.8b.7,九七,景統凣七,"[[99.27272727272727, 170.45454545454544], [139.63636363636363, 170.45454545454544], [123.27272727272727, 282.1818181818182], [115.63636363636363, 282.1818181818182]]"
DVSKTT_thu.VI.8b.8,甫宗钦皇帝,肅宗欽皇帝,"[[62.0, 103.9090909090909], [107.72727272727272, 103.9090909090909], [85.0, 326.0], [84.72727272727272, 326.0]]"
DVSKTT_thu.VI.8b.9,福 6 年,在位一年,"[[74.72727272727273, 222.45454545454547], [94.18181818181819, 222.45454545454547], [86.9090909090909, 347.8181818181818], [84.72727272727272, 347.8181818181818]]"
DVSKTT_thu.VI.9a.0,五,端慶凣五,"[[262.54545454545456, 166.45454545454544], [301.8181818181818, 166.45454545454544], [284.54545454545456, 282.9090909090909], [279.8181818181818, 282.9090909090909]]"
DVSKTT_thu.VI.9a.1,卷之十五,卷之十五,"[[229.0, 40.0], [277.6363636363636, 40.0], [254.0, 233.36363636363637], [251.72727272727272, 233.36363636363637]]"
DVSKTT_thu.VI.9a.10,恭皇,恭皇,"[[80.0, 98.0], [125.81818181818181, 98.0], [104.0, 191.36363636363637], [101.81818181818181, 191.36363636363637]]"
DVSKTT_thu.VI.9a.11,3 五年,在位五年,"[[93.72727272727273, 152.54545454545453], [106.72727272727273, 152.54545454545453], [104.0, 289.0], [103.72727272727272, 289.0]]"
DVSKTT_thu.VI.9a.12,2 3,紀元者一,"[[79.72727272727273, 150.8181818181818], [92.72727272727273, 150.8181818181818], [105.45454545454545, 221.9090909090909], [92.45454545454545, 221.9090909090909]]"
DVSKTT_thu.VI.9a.2,襄翼帝,㐮翼帝,"[[199.0, 98.0], [248.63636363636363, 98.0], [226.8181818181818, 245.72727272727272], [200.8181818181818, 245.72727272727272]]"
DVSKTT_thu.VI.9a.3,七年 0,在位七年,"[[218.27272727272728, 178.54545454545453], [233.27272727272728, 178.54545454545453], [226.0, 320.72727272727275], [224.63636363636363, 320.72727272727275]]"
DVSKTT_thu.VI.9a.4,纪 元 者,紀元者一,"[[198.8181818181818, 177.72727272727272], [220.9090909090909, 177.72727272727272], [220.9090909090909, 287.0], [207.9090909090909, 287.0]]"
DVSKTT_thu.VI.9a.5,洪顺九七,洪順凣七,"[[170.0, 122.0], [216.8181818181818, 122.0], [195.9090909090909, 279.1818181818182], [194.54545454545453, 279.1818181818182]]"
DVSKTT_thu.VI.9a.6,陀陽王,陀陽王,"[[139.0, 101.0], [186.72727272727272, 101.0], [164.0, 225.8181818181818], [163.54545454545453, 225.8181818181818]]"
DVSKTT_thu.VI.9a.7,0 I 5,在位六年,"[[218.27272727272725, 169.8181818181818], [230.27272727272725, 169.8181818181818], [221.1818181818182, 256.09090909090907], [209.1818181818182, 256.09090909090907]]"
DVSKTT_thu.VI.9a.8,福 无者,紀元者一,"[[138.8181818181818, 173.63636363636363], [160.0, 173.63636363636363], [150.0, 289.54545454545456], [149.72727272727272, 289.54545454545456]]"
DVSKTT_thu.VI.9a.9,光 九六,光紹凣六,"[[110.0, 121.0], [156.72727272727272, 121.0], [139.45454545454547, 279.1818181818182], [132.72727272727272, 279.1818181818182]]"
